CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,09/22/2012,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,11,A,09/22/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,09/22/2012,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,A,09/22/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,09/22/2012,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,11,A,09/22/2012,01/29/2015,Cycle Inspection / Re-inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,05/17/2012,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,18,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,05/17/2012,Violations were cited in the following area(s).,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,18,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,05/17/2012,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,18,,,01/29/2015,Cycle Inspection / Initial Inspection
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,06/06/2011,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,06/06/2011,01/29/2015,Cycle Inspection / Initial Inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,06/06/2011,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,06/06/2011,01/29/2015,Cycle Inspection / Initial Inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,06/06/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,06/06/2011,01/29/2015,Cycle Inspection / Initial Inspection
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,06/06/2011,No violations were recorded at the time of this inspection.,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40362869,SHASHEMENE INT'L RESTAURA,BROOKLYN,195,EAST   56 STREET,11203,3474300871,Caribbean,06/06/2011,No violations were recorded at the time of this inspection.,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,07/18/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,12,A,07/18/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,07/18/2014,Violations were cited in the following area(s).,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,12,A,07/18/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,07/18/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,07/18/2014,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,02/26/2014,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,9,A,02/26/2014,01/29/2015,Cycle Inspection / Re-inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,02/26/2014,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,02/26/2014,01/29/2015,Cycle Inspection / Re-inspection
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/21/2014,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,20,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/21/2014,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,20,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/21/2014,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,20,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/21/2014,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/21/2014,No violations were recorded at the time of this inspection.,,,Not Applicable,,,,01/29/2015,Administrative Miscellaneous / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,08/26/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,9,A,08/26/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,08/26/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,08/26/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,08/13/2013,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140º F.,Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,08/13/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,08/13/2013,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,08/13/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,19,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,02/01/2013,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,12,A,02/01/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,02/01/2013,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,12,A,02/01/2013,01/29/2015,Cycle Inspection / Re-inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/04/2013,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/04/2013,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,,,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/17/2012,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,13,A,01/17/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/17/2012,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,13,A,01/17/2012,01/29/2015,Cycle Inspection / Initial Inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,01/17/2012,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,01/17/2012,01/29/2015,Cycle Inspection / Initial Inspection
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,10/18/2011,Violations were cited in the following area(s).,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical,11,A,10/18/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,10/18/2011,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained, anti-siphonage or backflow prevention device not provided where required, equipment or floor not properly drained, sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,10/18/2011,01/29/2015,Cycle Inspection / Re-inspection
40363021,DOWNTOWN DELI,MANHATTAN,107,CHURCH STREET,10007,2122332911,American ,10/18/2011,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,10/18/2011,01/29/2015,Cycle Inspection / Re-inspection,,,
